,year_film,year_ceremony,ceremony,category,name,film,winner,race
518,2015.0,2016.0,88.0,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Revenant,True,White
519,2019.0,2020.0,92.0,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,Once upon a Time...in Hollywood,False,White
520,1993.0,1994.0,66.0,ACTOR IN A SUPPORTING ROLE,Leonardo DiCaprio,What's Eating Gilbert Grape,False,White
521,2004.0,2005.0,77.0,ACTOR IN A LEADING ROLE,Jamie Foxx,Ray,True,Black
522,2004.0,2005.0,77.0,ACTOR IN A SUPPORTING ROLE,Jamie Foxx,Collateral,False,Black
523,2005.0,2006.0,78.0,ACTOR IN A LEADING ROLE,Philip Seymour Hoffman,Capote,True,White
524,2007.0,2008.0,80.0,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Charlie Wilson's War,False,White
525,2008.0,2009.0,81.0,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Doubt,False,White
526,2012.0,2013.0,85.0,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,The Master,False,White
527,2005.0,2006.0,78.0,ACTOR IN A LEADING ROLE,Terrence Howard,Hustle & Flow,False,Black
528,2005.0,2006.0,78.0,ACTOR IN A LEADING ROLE,Heath Ledger,Brokeback Mountain,False,White
529,2008.0,2009.0,81.0,ACTOR IN A SUPPORTING ROLE,Heath Ledger,The Dark Knight,True,White
530,2005.0,2006.0,78.0,ACTOR IN A LEADING ROLE,Joaquin Phoenix,Walk the Line,False,White
531,2012.0,2013.0,85.0,ACTOR IN A LEADING ROLE,Joaquin Phoenix,The Master,False,White
532,2019.0,2020.0,92.0,ACTOR IN A LEADING ROLE,Joaquin Phoenix,Joker,True,White
533,2000.0,2001.0,73.0,ACTOR IN A SUPPORTING ROLE,Joaquin Phoenix,Gladiator,False,White
534,2005.0,2006.0,78.0,ACTOR IN A LEADING ROLE,David Strathairn,"Good Night, and Good Luck.",False,White
535,2006.0,2007.0,79.0,ACTOR IN A LEADING ROLE,Ryan Gosling,Half Nelson,False,White
536,2016.0,2017.0,89.0,ACTOR IN A LEADING ROLE,Ryan Gosling,La La Land,False,White
537,2006.0,2007.0,79.0,ACTOR IN A LEADING ROLE,Forest Whitaker,The Last King of Scotland,True,Black
538,2007.0,2008.0,80.0,ACTOR IN A LEADING ROLE,George Clooney,Michael Clayton,False,White
539,2009.0,2010.0,82.0,ACTOR IN A LEADING ROLE,George Clooney,Up in the Air,False,White
540,2011.0,2012.0,84.0,ACTOR IN A LEADING ROLE,George Clooney,The Descendants,False,White
541,2005.0,2006.0,78.0,ACTOR IN A SUPPORTING ROLE,George Clooney,Syriana,True,White
542,2005.0,2006.0,78.0,DIRECTING,George Clooney,"Good Night, and Good Luck.",False,White
543,2007.0,2008.0,80.0,ACTOR IN A LEADING ROLE,Tommy Lee Jones,In the Valley of Elah,False,White
544,1991.0,1992.0,64.0,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,JFK,False,White
545,1993.0,1994.0,66.0,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,The Fugitive,True,White
546,2012.0,2013.0,85.0,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,Lincoln,False,White
547,2007.0,2008.0,80.0,ACTOR IN A LEADING ROLE,Viggo Mortensen,Eastern Promises,False,White
548,2016.0,2017.0,89.0,ACTOR IN A LEADING ROLE,Viggo Mortensen,Captain Fantastic,False,White
549,2018.0,2019.0,91.0,ACTOR IN A LEADING ROLE,Viggo Mortensen,Green Book,False,White
550,2008.0,2009.0,81.0,ACTOR IN A LEADING ROLE,Richard Jenkins,The Visitor,False,White
551,2017.0,2018.0,90.0,ACTOR IN A SUPPORTING ROLE,Richard Jenkins,The Shape of Water,False,White
552,2008.0,2009.0,81.0,ACTOR IN A LEADING ROLE,Frank Langella,Frost/Nixon,False,White
553,2008.0,2009.0,81.0,ACTOR IN A LEADING ROLE,Brad Pitt,The Curious Case of Benjamin Button,False,White
554,2011.0,2012.0,84.0,ACTOR IN A LEADING ROLE,Brad Pitt,Moneyball,False,White
555,1995.0,1996.0,68.0,ACTOR IN A SUPPORTING ROLE,Brad Pitt,12 Monkeys,False,White
556,2019.0,2020.0,92.0,ACTOR IN A SUPPORTING ROLE,Brad Pitt,Once upon a Time...in Hollywood,True,White
557,2008.0,2009.0,81.0,ACTOR IN A LEADING ROLE,Mickey Rourke,The Wrestler,False,White
558,2009.0,2010.0,82.0,ACTOR IN A LEADING ROLE,Colin Firth,A Single Man,False,White
559,2010.0,2011.0,83.0,ACTOR IN A LEADING ROLE,Colin Firth,The King's Speech,True,White
560,2009.0,2010.0,82.0,ACTOR IN A LEADING ROLE,Jeremy Renner,The Hurt Locker,False,White
561,2010.0,2011.0,83.0,ACTOR IN A SUPPORTING ROLE,Jeremy Renner,The Town,False,White
562,2010.0,2011.0,83.0,ACTOR IN A LEADING ROLE,Jesse Eisenberg,The Social Network,False,White
563,2010.0,2011.0,83.0,ACTOR IN A LEADING ROLE,James Franco,127 Hours,False,White
564,2011.0,2012.0,84.0,ACTOR IN A LEADING ROLE,Demián Bichir,A Better Life,False,Hispanic
565,2011.0,2012.0,84.0,ACTOR IN A LEADING ROLE,Jean Dujardin,The Artist,True,White
566,2011.0,2012.0,84.0,ACTOR IN A LEADING ROLE,Gary Oldman,Tinker Tailor Soldier Spy,False,White
567,2017.0,2018.0,90.0,ACTOR IN A LEADING ROLE,Gary Oldman,Darkest Hour,True,White
568,2012.0,2013.0,85.0,ACTOR IN A LEADING ROLE,Bradley Cooper,Silver Linings Playbook,False,White
569,2014.0,2015.0,87.0,ACTOR IN A LEADING ROLE,Bradley Cooper,American Sniper,False,White
570,2018.0,2019.0,91.0,ACTOR IN A LEADING ROLE,Bradley Cooper,A Star Is Born,False,White
571,2013.0,2014.0,86.0,ACTOR IN A SUPPORTING ROLE,Bradley Cooper,American Hustle,False,White
572,2012.0,2013.0,85.0,ACTOR IN A LEADING ROLE,Hugh Jackman,Les Misérables,False,White
573,2013.0,2014.0,86.0,ACTOR IN A LEADING ROLE,Christian Bale,American Hustle,False,White
574,2018.0,2019.0,91.0,ACTOR IN A LEADING ROLE,Christian Bale,Vice,False,White
575,2010.0,2011.0,83.0,ACTOR IN A SUPPORTING ROLE,Christian Bale,The Fighter,True,White
576,2015.0,2016.0,88.0,ACTOR IN A SUPPORTING ROLE,Christian Bale,The Big Short,False,White
577,2013.0,2014.0,86.0,ACTOR IN A LEADING ROLE,Bruce Dern,Nebraska,False,White
578,1978.0,1979.0,51.0,ACTOR IN A SUPPORTING ROLE,Bruce Dern,Coming Home,False,White
579,2013.0,2014.0,86.0,ACTOR IN A LEADING ROLE,Chiwetel Ejiofor,12 Years a Slave,False,Black
580,2013.0,2014.0,86.0,ACTOR IN A LEADING ROLE,Matthew McConaughey,Dallas Buyers Club,True,White
581,2014.0,2015.0,87.0,ACTOR IN A LEADING ROLE,Steve Carell,Foxcatcher,False,White
582,2014.0,2015.0,87.0,ACTOR IN A LEADING ROLE,Benedict Cumberbatch,The Imitation Game,False,White
583,2014.0,2015.0,87.0,ACTOR IN A LEADING ROLE,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),False,White
584,2014.0,2015.0,87.0,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Theory of Everything,True,White
585,2015.0,2016.0,88.0,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Danish Girl,False,White
586,2015.0,2016.0,88.0,ACTOR IN A LEADING ROLE,Bryan Cranston,Trumbo,False,White
587,2015.0,2016.0,88.0,ACTOR IN A LEADING ROLE,Michael Fassbender,Steve Jobs,False,White
588,2013.0,2014.0,86.0,ACTOR IN A SUPPORTING ROLE,Michael Fassbender,12 Years a Slave,False,White
589,2016.0,2017.0,89.0,ACTOR IN A LEADING ROLE,Casey Affleck,Manchester by the Sea,True,White
590,2007.0,2008.0,80.0,ACTOR IN A SUPPORTING ROLE,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford,False,White
591,2016.0,2017.0,89.0,ACTOR IN A LEADING ROLE,Andrew Garfield,Hacksaw Ridge,False,White
592,2017.0,2018.0,90.0,ACTOR IN A LEADING ROLE,Timothée Chalamet,Call Me by Your Name,False,Black
593,2017.0,2018.0,90.0,ACTOR IN A LEADING ROLE,Daniel Kaluuya,Get Out,False,White
594,2018.0,2019.0,91.0,ACTOR IN A LEADING ROLE,Willem Dafoe,At Eternity's Gate,False,White
595,1986.0,1987.0,59.0,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,Platoon,False,White
596,2000.0,2001.0,73.0,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,Shadow of the Vampire,False,White
597,2017.0,2018.0,90.0,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,The Florida Project,False,White
598,2018.0,2019.0,91.0,ACTOR IN A LEADING ROLE,Rami Malek,Bohemian Rhapsody,True,Middle Eastern
599,2019.0,2020.0,92.0,ACTOR IN A LEADING ROLE,Antonio Banderas,Pain and Glory,False,Hispanic
600,2019.0,2020.0,92.0,ACTOR IN A LEADING ROLE,Adam Driver,Marriage Story,False,White
601,2018.0,2019.0,91.0,ACTOR IN A SUPPORTING ROLE,Adam Driver,BlacKkKlansman,False,White
602,2019.0,2020.0,92.0,ACTOR IN A LEADING ROLE,Jonathan Pryce,The Two Popes,False,White
603,1936.0,1937.0,9.0,ACTOR IN A SUPPORTING ROLE,Mischa Auer,My Man Godfrey,False,White
604,1936.0,1937.0,9.0,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,True,White
605,1938.0,1939.0,11.0,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Kentucky,True,White
606,1940.0,1941.0,13.0,ACTOR IN A SUPPORTING ROLE,Walter Brennan,The Westerner,True,White
607,1941.0,1942.0,14.0,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Sergeant York,False,White
608,1936.0,1937.0,9.0,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,Pigskin Parade,False,White
609,1936.0,1937.0,9.0,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,False,White
610,1938.0,1939.0,11.0,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,If I Were King,False,White
611,1936.0,1937.0,9.0,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,The General Died at Dawn,False,White
612,1943.0,1944.0,16.0,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,For Whom the Bell Tolls,False,White
613,1937.0,1938.0,10.0,ACTOR IN A SUPPORTING ROLE,Ralph Bellamy,The Awful Truth,False,White
614,1937.0,1938.0,10.0,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,False,White
615,1939.0,1940.0,12.0,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,Stagecoach,True,White
616,1937.0,1938.0,10.0,ACTOR IN A SUPPORTING ROLE,Joseph Schildkraut,The Life of Emile Zola,True,White
617,1937.0,1938.0,10.0,ACTOR IN A SUPPORTING ROLE,H. B. Warner,Lost Horizon,False,White
618,1937.0,1938.0,10.0,ACTOR IN A SUPPORTING ROLE,Roland Young,Topper,False,White
619,1938.0,1939.0,11.0,ACTOR IN A SUPPORTING ROLE,Gene Lockhart,Algiers,False,White
620,1938.0,1939.0,11.0,ACTOR IN A SUPPORTING ROLE,Robert Morley,Marie Antoinette,False,White
621,1939.0,1940.0,12.0,ACTOR IN A SUPPORTING ROLE,Brian Aherne,Juarez,False,White
622,1939.0,1940.0,12.0,ACTOR IN A SUPPORTING ROLE,Harry Carey,Mr. Smith Goes to Washington,False,White
623,1939.0,1940.0,12.0,ACTOR IN A SUPPORTING ROLE,Brian Donlevy,Beau Geste,False,White
624,1939.0,1940.0,12.0,ACTOR IN A SUPPORTING ROLE,Claude Rains,Mr. Smith Goes to Washington,False,White
625,1943.0,1944.0,16.0,ACTOR IN A SUPPORTING ROLE,Claude Rains,Casablanca,False,White
626,1944.0,1945.0,17.0,ACTOR IN A SUPPORTING ROLE,Claude Rains,Mr. Skeffington,False,White
627,1946.0,1947.0,19.0,ACTOR IN A SUPPORTING ROLE,Claude Rains,Notorious,False,White
628,1940.0,1941.0,13.0,ACTOR IN A SUPPORTING ROLE,Albert Basserman,Foreign Correspondent,False,White
629,1940.0,1941.0,13.0,ACTOR IN A SUPPORTING ROLE,William Gargan,They Knew What They Wanted,False,White
630,1940.0,1941.0,13.0,ACTOR IN A SUPPORTING ROLE,Jack Oakie,The Great Dictator,False,White
631,1940.0,1941.0,13.0,ACTOR IN A SUPPORTING ROLE,James Stephenson,The Letter,False,White
632,1941.0,1942.0,14.0,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The Devil and Miss Jones,False,White
633,1943.0,1944.0,16.0,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The More the Merrier,True,White
634,1946.0,1947.0,19.0,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The Green Years,False,White
635,1941.0,1942.0,14.0,ACTOR IN A SUPPORTING ROLE,Donald Crisp,How Green Was My Valley,True,White
636,1941.0,1942.0,14.0,ACTOR IN A SUPPORTING ROLE,James Gleason,Here Comes Mr. Jordan,False,White
637,1941.0,1942.0,14.0,ACTOR IN A SUPPORTING ROLE,Sydney Greenstreet,The Maltese Falcon,False,White
638,1942.0,1943.0,15.0,ACTOR IN A SUPPORTING ROLE,William Bendix,Wake Island,False,White
639,1942.0,1943.0,15.0,ACTOR IN A SUPPORTING ROLE,Van Heflin,Johnny Eager,True,White
640,1942.0,1943.0,15.0,ACTOR IN A SUPPORTING ROLE,Henry Travers,Mrs. Miniver,False,White
641,1943.0,1944.0,16.0,ACTOR IN A SUPPORTING ROLE,Charles Bickford,The Song of Bernadette,False,White
642,1947.0,1948.0,20.0,ACTOR IN A SUPPORTING ROLE,Charles Bickford,The Farmer's Daughter,False,White
643,1948.0,1949.0,21.0,ACTOR IN A SUPPORTING ROLE,Charles Bickford,Johnny Belinda,False,White
644,1943.0,1944.0,16.0,ACTOR IN A SUPPORTING ROLE,J. Carrol Naish,Sahara,False,White
645,1945.0,1946.0,18.0,ACTOR IN A SUPPORTING ROLE,J. Carrol Naish,A Medal for Benny,False,White
646,1944.0,1945.0,17.0,ACTOR IN A SUPPORTING ROLE,Hume Cronyn,The Seventh Cross,False,White
647,1945.0,1946.0,18.0,ACTOR IN A SUPPORTING ROLE,Michael Chekhov,Spellbound,False,White
648,1945.0,1946.0,18.0,ACTOR IN A SUPPORTING ROLE,John Dall,The Corn Is Green,False,White
649,1945.0,1946.0,18.0,ACTOR IN A SUPPORTING ROLE,James Dunn,A Tree Grows in Brooklyn,True,White
650,1945.0,1946.0,18.0,ACTOR IN A SUPPORTING ROLE,Robert Mitchum,G. I. Joe,False,White
651,1946.0,1947.0,19.0,ACTOR IN A SUPPORTING ROLE,William Demarest,The Jolson Story,False,White
652,1946.0,1947.0,19.0,ACTOR IN A SUPPORTING ROLE,Harold Russell,The Best Years of Our Lives,True,White
653,1947.0,1948.0,20.0,ACTOR IN A SUPPORTING ROLE,Thomas Gomez,Ride the Pink Horse,False,White
654,1947.0,1948.0,20.0,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Miracle on 34th Street,True,White
655,1950.0,1951.0,23.0,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Mister 880,False,White
656,1947.0,1948.0,20.0,ACTOR IN A SUPPORTING ROLE,Robert Ryan,Crossfire,False,White
657,1947.0,1948.0,20.0,ACTOR IN A SUPPORTING ROLE,Richard Widmark,Kiss of Death,False,White
658,1948.0,1949.0,21.0,ACTOR IN A SUPPORTING ROLE,Oscar Homolka,I Remember Mama,False,White
659,1948.0,1949.0,21.0,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,The Luck of the Irish,False,White
660,1967.0,1968.0,40.0,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,Guess Who's Coming to Dinner,False,White
661,1949.0,1950.0,22.0,ACTOR IN A SUPPORTING ROLE,John Ireland,All the King's Men,False,White
662,1949.0,1950.0,22.0,ACTOR IN A SUPPORTING ROLE,Dean Jagger,Twelve O'Clock High,True,White
663,1949.0,1950.0,22.0,ACTOR IN A SUPPORTING ROLE,Ralph Richardson,The Heiress,False,White
664,1984.0,1985.0,57.0,ACTOR IN A SUPPORTING ROLE,Ralph Richardson,"Greystoke: The Legend of Tarzan, Lord of the Apes",False,White
665,1950.0,1951.0,23.0,ACTOR IN A SUPPORTING ROLE,Jeff Chandler,Broken Arrow,False,White
666,1950.0,1951.0,23.0,ACTOR IN A SUPPORTING ROLE,Sam Jaffe,The Asphalt Jungle,False,White
667,1950.0,1951.0,23.0,ACTOR IN A SUPPORTING ROLE,George Sanders,All about Eve,True,White
668,1950.0,1951.0,23.0,ACTOR IN A SUPPORTING ROLE,Erich von Stroheim,Sunset Blvd.,False,White
669,1951.0,1952.0,24.0,ACTOR IN A SUPPORTING ROLE,Leo Genn,Quo Vadis,False,White
670,1951.0,1952.0,24.0,ACTOR IN A SUPPORTING ROLE,Kevin McCarthy,Death of a Salesman,False,White
671,1951.0,1952.0,24.0,ACTOR IN A SUPPORTING ROLE,Karl Malden,A Streetcar Named Desire,True,White
672,1954.0,1955.0,27.0,ACTOR IN A SUPPORTING ROLE,Karl Malden,On the Waterfront,False,White
673,1951.0,1952.0,24.0,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Quo Vadis,False,White
674,1960.0,1961.0,33.0,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Spartacus,True,White
675,1964.0,1965.0,37.0,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Topkapi,True,White
676,1951.0,1952.0,24.0,ACTOR IN A SUPPORTING ROLE,Gig Young,Come Fill the Cup,False,White
677,1958.0,1959.0,31.0,ACTOR IN A SUPPORTING ROLE,Gig Young,Teacher's Pet,False,White
678,1969.0,1970.0,42.0,ACTOR IN A SUPPORTING ROLE,Gig Young,"They Shoot Horses, Don't They?",True,White
679,1952.0,1953.0,25.0,ACTOR IN A SUPPORTING ROLE,Arthur Hunnicutt,The Big Sky,False,White
680,1952.0,1953.0,25.0,ACTOR IN A SUPPORTING ROLE,Jack Palance,Sudden Fear,False,White
681,1953.0,1954.0,26.0,ACTOR IN A SUPPORTING ROLE,Jack Palance,Shane,False,White
682,1991.0,1992.0,64.0,ACTOR IN A SUPPORTING ROLE,Jack Palance,City Slickers,True,White
683,1953.0,1954.0,26.0,ACTOR IN A SUPPORTING ROLE,Eddie Albert,Roman Holiday,False,White
684,1972.0,1973.0,45.0,ACTOR IN A SUPPORTING ROLE,Eddie Albert,The Heartbreak Kid,False,White
685,1953.0,1954.0,26.0,ACTOR IN A SUPPORTING ROLE,Brandon De Wilde,Shane,False,White
686,1953.0,1954.0,26.0,ACTOR IN A SUPPORTING ROLE,Robert Strauss,Stalag 17,False,White
687,1954.0,1955.0,27.0,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,On the Waterfront,False,White
688,1958.0,1959.0,31.0,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,The Brothers Karamazov,False,White
689,1954.0,1955.0,27.0,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,The Barefoot Contessa,True,White
690,1964.0,1965.0,37.0,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,Seven Days in May,False,White
691,1954.0,1955.0,27.0,ACTOR IN A SUPPORTING ROLE,Tom Tully,The Caine Mutiny,False,White
692,1955.0,1956.0,28.0,ACTOR IN A SUPPORTING ROLE,Joe Mantell,Marty,False,White
693,1955.0,1956.0,28.0,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Rebel without a Cause,False,White
694,1960.0,1961.0,33.0,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Exodus,False,White
695,1955.0,1956.0,28.0,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Picnic,False,White
696,1959.0,1960.0,32.0,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Anatomy of a Murder,False,White
697,1956.0,1957.0,29.0,ACTOR IN A SUPPORTING ROLE,Don Murray,Bus Stop,False,White
698,1956.0,1957.0,29.0,ACTOR IN A SUPPORTING ROLE,Anthony Perkins,Friendly Persuasion,False,White
699,1956.0,1957.0,29.0,ACTOR IN A SUPPORTING ROLE,Robert Stack,Written on the Wind,False,White
700,1957.0,1958.0,30.0,ACTOR IN A SUPPORTING ROLE,Red Buttons,Sayonara,True,White
701,1957.0,1958.0,30.0,ACTOR IN A SUPPORTING ROLE,Vittorio De Sica,A Farewell to Arms,False,White
702,1957.0,1958.0,30.0,ACTOR IN A SUPPORTING ROLE,Sessue Hayakawa,The Bridge on the River Kwai,False,Asian
703,1957.0,1958.0,30.0,ACTOR IN A SUPPORTING ROLE,Russ Tamblyn,Peyton Place,False,White
704,1958.0,1959.0,31.0,ACTOR IN A SUPPORTING ROLE,Theodore Bikel,The Defiant Ones,False,White
705,1958.0,1959.0,31.0,ACTOR IN A SUPPORTING ROLE,Burl Ives,The Big Country,True,White
706,1959.0,1960.0,32.0,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Ben-Hur,True,White
707,1963.0,1964.0,36.0,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Tom Jones,False,White
708,1959.0,1960.0,32.0,ACTOR IN A SUPPORTING ROLE,Robert Vaughn,The Young Philadelphians,False,White
709,1959.0,1960.0,32.0,ACTOR IN A SUPPORTING ROLE,Ed Wynn,The Diary of Anne Frank,False,White
710,1960.0,1961.0,33.0,ACTOR IN A SUPPORTING ROLE,Peter Falk,"Murder, Inc.",False,White
711,1961.0,1962.0,34.0,ACTOR IN A SUPPORTING ROLE,Peter Falk,Pocketful of Miracles,False,White
712,1960.0,1961.0,33.0,ACTOR IN A SUPPORTING ROLE,Jack Kruschen,The Apartment,False,White
713,1960.0,1961.0,33.0,ACTOR IN A SUPPORTING ROLE,Chill Wills,The Alamo,False,White
714,1961.0,1962.0,34.0,ACTOR IN A SUPPORTING ROLE,George Chakiris,West Side Story,True,White
715,1961.0,1962.0,34.0,ACTOR IN A SUPPORTING ROLE,Jackie Gleason,The Hustler,False,White
716,1962.0,1963.0,35.0,ACTOR IN A SUPPORTING ROLE,Ed Begley,Sweet Bird of Youth,True,White
717,1962.0,1963.0,35.0,ACTOR IN A SUPPORTING ROLE,Victor Buono,What Ever Happened to Baby Jane?,False,White
718,1962.0,1963.0,35.0,ACTOR IN A SUPPORTING ROLE,Telly Savalas,Birdman of Alcatraz,False,White
719,1962.0,1963.0,35.0,ACTOR IN A SUPPORTING ROLE,Omar Sharif,Lawrence of Arabia,False,Middle Eastern
720,1962.0,1963.0,35.0,ACTOR IN A SUPPORTING ROLE,Terence Stamp,Billy Budd,False,White
721,1963.0,1964.0,36.0,ACTOR IN A SUPPORTING ROLE,Nick Adams,Twilight of Honor,False,White
722,1963.0,1964.0,36.0,ACTOR IN A SUPPORTING ROLE,Bobby Darin,"Captain Newman, M.D.",False,White
723,1963.0,1964.0,36.0,ACTOR IN A SUPPORTING ROLE,John Huston,The Cardinal,False,White
724,1948.0,1949.0,21.0,DIRECTING,John Huston,The Treasure of the Sierra Madre,True,White
725,1950.0,1951.0,23.0,DIRECTING,John Huston,The Asphalt Jungle,False,White
726,1951.0,1952.0,24.0,DIRECTING,John Huston,The African Queen,False,White
727,1952.0,1953.0,25.0,DIRECTING,John Huston,Moulin Rouge,False,White
728,1985.0,1986.0,58.0,DIRECTING,John Huston,Prizzi's Honor,False,White
729,1964.0,1965.0,37.0,ACTOR IN A SUPPORTING ROLE,John Gielgud,Becket,False,White
730,1981.0,1982.0,54.0,ACTOR IN A SUPPORTING ROLE,John Gielgud,Arthur,True,White
731,1964.0,1965.0,37.0,ACTOR IN A SUPPORTING ROLE,Stanley Holloway,My Fair Lady,False,White
732,1964.0,1965.0,37.0,ACTOR IN A SUPPORTING ROLE,Lee Tracy,The Best Man,False,White
733,1965.0,1966.0,38.0,ACTOR IN A SUPPORTING ROLE,Martin Balsam,A Thousand Clowns,True,White
734,1965.0,1966.0,38.0,ACTOR IN A SUPPORTING ROLE,Ian Bannen,The Flight of the Phoenix,False,White
735,1965.0,1966.0,38.0,ACTOR IN A SUPPORTING ROLE,Michael Dunn,Ship of Fools,False,White
736,1965.0,1966.0,38.0,ACTOR IN A SUPPORTING ROLE,Frank Finlay,Othello,False,White
737,1966.0,1967.0,39.0,ACTOR IN A SUPPORTING ROLE,Mako,The Sand Pebbles,False,Asian
738,1966.0,1967.0,39.0,ACTOR IN A SUPPORTING ROLE,George Segal,Who's Afraid of Virginia Woolf?,False,White
739,1966.0,1967.0,39.0,ACTOR IN A SUPPORTING ROLE,Robert Shaw,A Man for All Seasons,False,White
740,1967.0,1968.0,40.0,ACTOR IN A SUPPORTING ROLE,John Cassavetes,The Dirty Dozen,False,White
741,1974.0,1975.0,47.0,DIRECTING,John Cassavetes,A Woman under the Influence,False,White
742,1967.0,1968.0,40.0,ACTOR IN A SUPPORTING ROLE,George Kennedy,Cool Hand Luke,True,White
743,1967.0,1968.0,40.0,ACTOR IN A SUPPORTING ROLE,Michael J. Pollard,Bonnie and Clyde,False,White
744,1968.0,1969.0,41.0,ACTOR IN A SUPPORTING ROLE,Jack Albertson,The Subject Was Roses,True,White
745,1968.0,1969.0,41.0,ACTOR IN A SUPPORTING ROLE,Seymour Cassel,Faces,False,White
746,1968.0,1969.0,41.0,ACTOR IN A SUPPORTING ROLE,Daniel Massey,Star!,False,White
747,1968.0,1969.0,41.0,ACTOR IN A SUPPORTING ROLE,Jack Wild,Oliver!,False,White
748,1968.0,1969.0,41.0,ACTOR IN A SUPPORTING ROLE,Gene Wilder,The Producers,False,White
749,1969.0,1970.0,42.0,ACTOR IN A SUPPORTING ROLE,Rupert Crosse,The Reivers,False,White
750,1969.0,1970.0,42.0,ACTOR IN A SUPPORTING ROLE,Elliott Gould,Bob & Carol & Ted & Alice,False,White
751,1969.0,1970.0,42.0,ACTOR IN A SUPPORTING ROLE,Anthony Quayle,Anne of the Thousand Days,False,White
752,1970.0,1971.0,43.0,ACTOR IN A SUPPORTING ROLE,Richard Castellano,Lovers and Other Strangers,False,White
753,1970.0,1971.0,43.0,ACTOR IN A SUPPORTING ROLE,Chief Dan George,Little Big Man,False,American Aborigine
754,1970.0,1971.0,43.0,ACTOR IN A SUPPORTING ROLE,John Marley,Love Story,False,White
755,1970.0,1971.0,43.0,ACTOR IN A SUPPORTING ROLE,John Mills,Ryan's Daughter,True,White
756,1971.0,1972.0,44.0,ACTOR IN A SUPPORTING ROLE,Leonard Frey,Fiddler on the Roof,False,White
757,1971.0,1972.0,44.0,ACTOR IN A SUPPORTING ROLE,Richard Jaeckel,Sometimes a Great Notion,False,White
758,1971.0,1972.0,44.0,ACTOR IN A SUPPORTING ROLE,Ben Johnson,The Last Picture Show,True,Black
759,1972.0,1973.0,45.0,ACTOR IN A SUPPORTING ROLE,James Caan,The Godfather,False,White
760,1972.0,1973.0,45.0,ACTOR IN A SUPPORTING ROLE,Joel Grey,Cabaret,True,White
761,1973.0,1974.0,46.0,ACTOR IN A SUPPORTING ROLE,Vincent Gardenia,Bang the Drum Slowly,False,White
762,1987.0,1988.0,60.0,ACTOR IN A SUPPORTING ROLE,Vincent Gardenia,Moonstruck,False,White
763,1973.0,1974.0,46.0,ACTOR IN A SUPPORTING ROLE,Jack Gilford,Save the Tiger,False,White
764,1973.0,1974.0,46.0,ACTOR IN A SUPPORTING ROLE,John Houseman,The Paper Chase,True,White
765,1973.0,1974.0,46.0,ACTOR IN A SUPPORTING ROLE,Jason Miller,The Exorcist,False,White
766,1973.0,1974.0,46.0,ACTOR IN A SUPPORTING ROLE,Randy Quaid,The Last Detail,False,White
