,Unnamed: 0,year_film,year_award,ceremony,category,nominee,film,win,single_award,race
557,600,1959,1960,17,New Star Of The Year - Actor,James Shigeta,"Crimson Kimono, The",True,True,Asian
558,601,1959,1960,17,New Star Of The Year - Actor,Barry Coe,"Private's Affair, A",True,True,White
559,602,1959,1960,17,New Star Of The Year - Actor,Troy Donahue,"Summer Place, A",True,True,White
560,603,1959,1960,17,New Star Of The Year - Actor,George Hamilton,"Crime & Punishment, USA",True,True,White
561,2823,1979,1980,37,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George Hamilton,Love at First Bite,False,True,White
562,3079,1981,1982,39,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George Hamilton,"Zorro, The Gay Blade",False,True,White
563,604,1959,1960,17,New Star Of The Year - Actor,Michael Callan,"Flying Fontaines, The",False,True,White
564,682,1960,1961,18,New Star Of The Year - Actor,Michael Callan,Because They're Young,True,True,White
565,606,1959,1960,17,Actress In A Leading Role - Musical Or Comedy,Dorothy Dandridge,Porgy and Bess,False,True,Black
566,609,1959,1960,17,Actress In A Leading Role - Musical Or Comedy,Lilli Palmer,But Not For Me,False,True,White
567,3815,1986,1987,44,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Lilli Palmer,Peter The Great,False,True,White
568,622,1960,1961,18,Best Performance by an Actress in a Motion Picture - Drama,Greer Garson,Sunrise at Campobello,True,True,White
569,624,1960,1961,18,Best Performance by an Actress in a Motion Picture - Drama,Nancy Kwan,The World Of Suzie Wong,False,True,Multiracial
570,677,1960,1961,18,New Star Of The Year - Actress,Nancy Kwan,The World Of Suzie Wong,True,True,Multiracial
571,629,1960,1961,18,Best Performance by an Actor in a Motion Picture - Drama,Trevor Howard,Sons and Lovers,False,True,White
572,1663,1970,1971,28,Best Performance by an Actor in a Supporting Role in any Motion Picture,Trevor Howard,Ryan's Daughter,False,True,White
573,3821,1986,1987,44,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Trevor Howard,Christmas Eve,False,True,White
574,631,1960,1961,18,Best Performance by an Actor in a Motion Picture - Drama,Dean Stockwell,Sons and Lovers,False,True,White
575,4201,1989,1990,47,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Dean Stockwell,Quantum Leap,True,True,White
576,4329,1990,1991,48,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Dean Stockwell,Quantum Leap,False,True,White
577,4456,1991,1992,49,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Dean Stockwell,Quantum Leap,False,True,White
578,4579,1992,1993,50,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Dean Stockwell,Quantum Leap,False,True,White
579,633,1960,1961,18,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dirk Bogarde,Song Without End ,False,True,White
580,3132,1981,1982,39,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Dirk Bogarde,"Patricia Neal Story, The",False,True,White
581,636,1960,1961,18,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bob Hope,"Facts of Life, The",False,True,White
582,722,1961,1962,19,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bob Hope,Bachelor In Paradise,False,True,White
583,637,1960,1961,18,Best Performance by an Actress in a Supporting Role in any Motion Picture,Janet Leigh,Psycho,True,True,White
584,638,1960,1961,18,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ina Balin,From The Terrace,False,True,White
585,676,1960,1961,18,New Star Of The Year - Actress,Ina Balin,From The Terrace,True,True,White
586,639,1960,1961,18,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shirley Jones,Elmer Gantry,False,True,White
587,893,1962,1963,20,Actress In A Leading Role - Musical Or Comedy,Shirley Jones,Meredith Willson's The Music Man,False,True,White
588,1708,1970,1971,28,Best Performance by an Actress in a Television Series - Musical or Comedy,Shirley Jones,"Partridge Family, The",False,True,White
589,1869,1971,1972,29,Actress In A Leading Role - Musical Or Comedy Series Or Television Movie,Shirley Jones,"Partridge Family, The",False,True,White
590,640,1960,1961,18,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shirley Knight,"Dark at the Top of the Stairs, The",False,True,White
591,680,1960,1961,18,New Star Of The Year - Actress,Shirley Knight,"Dark at the Top of the Stairs, The",False,True,White
592,827,1962,1963,20,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shirley Knight,Sweet Bird of Youth,False,True,White
593,4945,1995,1996,53,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Shirley Knight,Indictment: The McMartin Trial,True,True,White
594,641,1960,1961,18,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mary Ure,Sons and Lovers,False,True,White
595,642,1960,1961,18,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sal Mineo,Exodus,True,True,White
596,644,1960,1961,18,Best Performance by an Actor in a Supporting Role in any Motion Picture,Woody Strode,Spartacus,False,True,Black
597,646,1960,1961,18,Best Performance by an Actor in a Supporting Role in any Motion Picture,Lee Kinsolving,"Dark at the Top of the Stairs, The",False,True,White
598,678,1960,1961,18,New Star Of The Year - Actress,Hayley Mills,Pollyanna,True,True,White
599,775,1961,1962,19,Actress In A Leading Role - Musical Or Comedy,Hayley Mills,"Parent Trap, The",False,True,White
600,1006,1963,1964,21,Actress In A Leading Role - Musical Or Comedy,Hayley Mills,Summer Magic,False,True,White
601,679,1960,1961,18,New Star Of The Year - Actress,Jill Haworth,Exodus,False,True,White
602,681,1960,1961,18,New Star Of The Year - Actress,Julie Newmar,"Marriage-Go-Round, The",False,True,White
603,1110,1964,1965,22,Actress In A Television Series,Julie Newmar,My Living Doll,False,True,White
604,683,1960,1961,18,New Star Of The Year - Actor,Mark Damon,House of Usher,True,True,White
605,684,1960,1961,18,New Star Of The Year - Actor,Brett Halsey,Desire In The Dust,True,True,White
606,685,1960,1961,18,New Star Of The Year - Actor,Peter Falk,"Murder, Inc.",False,True,White
607,1853,1971,1972,29,Actor In A Leading Role - Drama Series Or Television Movie,Peter Falk,Columbo,False,True,White
608,1967,1972,1973,30,Best Performance by an Actor In A Television Series - Drama,Peter Falk,Columbo,True,True,White
609,2123,1973,1974,31,Best Performance by an Actor In A Television Series - Drama,Peter Falk,Columbo,False,True,White
610,2250,1974,1975,32,Best Performance by an Actor In A Television Series - Drama,Peter Falk,Columbo,False,True,White
611,2372,1975,1976,33,Best Performance by an Actor In A Television Series - Drama,Peter Falk,Columbo,False,True,White
612,2644,1977,1978,35,Best Performance by an Actor In A Television Series - Drama,Peter Falk,Columbo,False,True,White
613,4308,1990,1991,48,Best Performance by an Actor In A Television Series - Drama,Peter Falk,Columbo,False,True,White
614,4421,1991,1992,49,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Peter Falk,Columbo and The Murder of a Rock Star,False,True,White
615,4671,1993,1994,51,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Peter Falk,Columbo: It's All In The Game,False,True,White
616,686,1960,1961,18,New Star Of The Year - Actor,David Janssen,Hell To Eternity,False,True,White
617,1101,1964,1965,22,Actor In A Television Series,David Janssen,"Fugitive, The (TV)",False,True,White
618,1186,1965,1966,23,Actor In A Television Series,David Janssen,"Fugitive, The (TV)",True,True,White
619,689,1960,1961,18,Actress In A Leading Role - Musical Or Comedy,Lucille Ball,"Facts of Life, The",False,True,White
620,1408,1967,1968,25,Actress In A Television Series,Lucille Ball,"Lucy Show, The",False,True,White
621,1487,1968,1969,26,Actress In A Leading Role - Musical Or Comedy,Lucille Ball,"Yours, Mine and Ours",False,True,White
622,1627,1969,1970,27,Actress In A Television Series - Musical Or Comedy,Lucille Ball,Here's Lucy,False,True,White
623,1707,1970,1971,28,Best Performance by an Actress in a Television Series - Musical or Comedy,Lucille Ball,Here's Lucy,False,True,White
624,1868,1971,1972,29,Actress In A Leading Role - Musical Or Comedy Series Or Television Movie,Lucille Ball,Here's Lucy,False,True,White
625,2186,1974,1975,32,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lucille Ball,Mame,False,True,White
626,690,1960,1961,18,Actress In A Leading Role - Musical Or Comedy,Capucine,Song Without End ,False,True,White
627,692,1960,1961,18,Actress In A Leading Role - Musical Or Comedy,Sophia Loren,It Started in Naples,False,True,White
628,1094,1964,1965,22,Actress In A Leading Role - Musical Or Comedy,Sophia Loren,Marriage Italian Style,False,True,White
629,4738,1994,1995,52,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sophia Loren,Ready to Wear,False,True,White
630,709,1961,1962,19,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page,Summer and Smoke,True,True,White
631,795,1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page,Sweet Bird of Youth,True,True,White
632,919,1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page,Toys in the Attic,False,True,White
633,1042,1964,1965,22,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page,Dear Heart,False,True,White
634,1236,1966,1967,24,Best Performance by an Actress in a Supporting Role in any Motion Picture,Geraldine Page,You're a Big Boy Now,False,True,White
635,1921,1972,1973,30,Best Performance by an Actress in a Supporting Role in any Motion Picture,Geraldine Page,Pete 'n' Tillie,False,True,White
636,2678,1978,1979,36,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page,Interiors,False,True,White
637,3585,1985,1986,43,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page,"Trip To Bountiful, The",False,True,White
638,3814,1986,1987,44,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Geraldine Page,Nazi Hunter: The Beate Klarsfeld Story,False,True,White
639,712,1961,1962,19,Best Performance by an Actress in a Motion Picture - Drama,Claudia McNeil,"Raisin in the Sun, A",False,True,White
640,714,1961,1962,19,Best Performance by an Actor in a Motion Picture - Drama,Maximilian Schell,Judgment at Nuremberg,True,True,White
641,2308,1975,1976,33,Best Performance by an Actor in a Motion Picture - Drama,Maximilian Schell,"Man in the Glass Booth, The",False,True,White
642,2596,1977,1978,35,Best Performance by an Actor in a Supporting Role in any Motion Picture,Maximilian Schell,Julia,False,True,White
643,4576,1992,1993,50,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Maximilian Schell,Stalin,True,True,White
644,716,1961,1962,19,Best Performance by an Actor in a Motion Picture - Drama,Warren Beatty,Splendor in the Grass,False,True,White
645,765,1961,1962,19,New Star Of The Year - Actor,Warren Beatty,Splendor in the Grass,True,True,White
646,1325,1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,Warren Beatty,Bonnie and Clyde,False,True,White
647,2318,1975,1976,33,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Warren Beatty,Shampoo,False,True,White
648,2690,1978,1979,36,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Warren Beatty,Heaven Can Wait,True,True,White
649,3067,1981,1982,39,Best Performance by an Actor in a Motion Picture - Drama,Warren Beatty,Reds,False,True,White
650,4348,1991,1992,49,Best Performance by an Actor in a Motion Picture - Drama,Warren Beatty,Bugsy,False,True,White
651,5235,1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Warren Beatty,Bulworth,False,True,White
652,721,1961,1962,19,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Richard Beymer,West Side Story,False,True,White
653,769,1961,1962,19,New Star Of The Year - Actor,Richard Beymer,West Side Story,False,True,White
654,723,1961,1962,19,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Fred MacMurray,"Absent-Minded Professor, The",False,True,White
655,724,1961,1962,19,Best Performance by an Actress in a Supporting Role in any Motion Picture,Rita Moreno,West Side Story,True,True,Hispanic
656,2443,1976,1977,34,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Rita Moreno,"Ritz, The",False,True,Hispanic
657,3288,1982,1983,40,Best Performance by an Actress in a Television Series - Musical or Comedy,Rita Moreno,Nine To Five,False,True,Hispanic
658,725,1961,1962,19,Best Performance by an Actress in a Supporting Role in any Motion Picture,Fay Bainter,"Children's Hour, The",False,True,White
659,727,1961,1962,19,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lotte Lenya,The Roman Spring of Mrs. Stone,False,True,White
660,728,1961,1962,19,Best Performance by an Actress in a Supporting Role in any Motion Picture,Pamela Tiffin,"One, Two, Three",False,True,White
661,763,1961,1962,19,New Star Of The Year - Actress,Pamela Tiffin,Summer and Smoke,False,True,White
662,729,1961,1962,19,Best Performance by an Actor in a Supporting Role in any Motion Picture,George Chakiris,West Side Story,True,True,White
663,767,1961,1962,19,New Star Of The Year - Actor,George Chakiris,West Side Story,False,True,White
664,730,1961,1962,19,Best Performance by an Actor in a Supporting Role in any Motion Picture,Montgomery Clift,Judgment at Nuremberg,False,True,White
665,731,1961,1962,19,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jackie Gleason,The Hustler,False,True,White
666,807,1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Jackie Gleason,Gigot,False,True,White
667,1013,1963,1964,21,Actor In A Television Series,Jackie Gleason,Jackie Gleason: His American Scene Magazine,False,True,White
668,733,1961,1962,19,Best Performance by an Actor in a Supporting Role in any Motion Picture,George C. Scott,The Hustler,False,True,White
669,768,1961,1962,19,New Star Of The Year - Actor,George C. Scott,The Hustler,False,True,White
670,1646,1970,1971,28,Best Performance by an Actor in a Motion Picture - Drama,George C. Scott,Patton,True,True,White
671,1771,1971,1972,29,Best Performance by an Actor in a Motion Picture - Drama,George C. Scott,The Hospital,False,True,White
672,2694,1978,1979,36,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George C. Scott,Movie Movie,False,True,White
673,5200,1997,1998,55,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,George C. Scott,12 Angry Men (TV-1997),True,True,White
674,760,1961,1962,19,New Star Of The Year - Actress,Ann-Margret,Pocketful of Miracles,True,True,White
675,1003,1963,1964,21,Actress In A Leading Role - Musical Or Comedy,Ann-Margret,Bye Bye Birdie,False,True,White
676,1780,1971,1972,29,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ann-Margret,Carnal Knowledge,True,True,White
677,2310,1975,1976,33,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ann-Margret,Tommy,True,True,White
678,2590,1977,1978,35,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ann-Margret,Joseph Andrews,False,True,White
679,3401,1983,1984,41,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Ann-Margret,Who Will Love My Children?,True,True,White
680,3526,1984,1985,42,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Ann-Margret,A Streetcar Named Desire (1984),True,True,White
681,3909,1987,1988,45,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Ann-Margret,"Two Mrs. Grenvilles, The",False,True,White
682,4696,1993,1994,51,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Ann-Margret,Alex Haley's Queen,False,True,White
683,5291,1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Ann-Margret,Life of the Party: The Pamela Harriman Story,False,True,White
684,761,1961,1962,19,New Star Of The Year - Actress,Jane Fonda,Tall Story,True,True,White
685,892,1962,1963,20,Actress In A Leading Role - Musical Or Comedy,Jane Fonda,Period of Adjustment,False,True,White
686,1183,1965,1966,23,Actress In A Leading Role - Musical Or Comedy,Jane Fonda,Cat Ballou,False,True,White
687,1282,1966,1967,24,Actress In A Leading Role - Musical Or Comedy,Jane Fonda,Any Wednesday,False,True,White
688,1524,1969,1970,27,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,"They Shoot Horses, Don't They?",False,True,White
689,1765,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,Klute,True,True,White
690,2569,1977,1978,35,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,Julia,True,True,White
691,2675,1978,1979,36,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,Coming Home,True,True,White
692,2809,1979,1980,37,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,"China Syndrome, The",False,True,White
693,3082,1981,1982,39,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jane Fonda,On Golden Pond,False,True,White
694,3527,1984,1985,42,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jane Fonda,"Dollmaker, The",False,True,White
695,7388,2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jane Fonda,Youth,False,True,White
696,762,1961,1962,19,New Star Of The Year - Actress,Christine Kaufmann,Town Without Pity,True,True,White
697,764,1961,1962,19,New Star Of The Year - Actress,Cordula Trantow,Hitler,False,True,White
698,766,1961,1962,19,New Star Of The Year - Actor,Bobby Darin,Come September,True,True,White
699,806,1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Bobby Darin,Pressure Point,False,True,White
700,956,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bobby Darin,"Captain Newman, M.D.",False,True,White
701,777,1961,1962,19,Actor In A Television Series,John Daly,,True,True,White
702,778,1961,1962,19,Actor In A Television Series,Bob Newhart,,True,True,White
703,2259,1974,1975,32,Best Performance by an Actor in a Television Series - Musical or Comedy,Bob Newhart,"Bob Newhart Show, The",False,True,White
704,2383,1975,1976,33,Best Performance by an Actor in a Television Series - Musical or Comedy,Bob Newhart,"Bob Newhart Show, The",False,True,White
705,3293,1982,1983,40,Best Performance by an Actor in a Television Series - Musical or Comedy,Bob Newhart,Newhart,False,True,White
706,3430,1983,1984,41,Best Performance by an Actor in a Television Series - Musical or Comedy,Bob Newhart,Newhart,False,True,White
707,3558,1984,1985,42,Best Performance by an Actor in a Television Series - Musical or Comedy,Bob Newhart,Newhart,False,True,White
708,3681,1985,1986,43,Best Performance by an Actor in a Television Series - Musical or Comedy,Bob Newhart,Newhart,False,True,White
709,784,1961,1962,19,Actress In A Television Series,Pauline Frederick,,True,True,White
710,798,1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Glynis Johns,"Chapman Report, The",False,True,White
711,799,1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Melina Mercouri,Phaedra ,False,True,White
712,1095,1964,1965,22,Actress In A Leading Role - Musical Or Comedy,Melina Mercouri,Topkapi,False,True,White
713,1644,1970,1971,28,Best Performance by an Actress in a Motion Picture - Drama,Melina Mercouri,Promise at Dawn,False,True,White
714,801,1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Susan Strasberg,Hemingway's Adventures of a Young Man,False,True,White
715,803,1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Susannah York,Freud,False,True,White
716,1541,1969,1970,27,Best Performance by an Actress in a Supporting Role in any Motion Picture,Susannah York,"They Shoot Horses, Don't They?",False,True,White
717,804,1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Anne Bancroft,"Miracle Worker, The",False,True,White
718,1040,1964,1965,22,Best Performance by an Actress in a Motion Picture - Drama,Anne Bancroft,"Pumpkin Eater, The",True,True,White
719,1383,1967,1968,25,Actress In A Leading Role - Musical Or Comedy,Anne Bancroft,"Graduate, The",True,True,White
720,2570,1977,1978,35,Best Performance by an Actress in a Motion Picture - Drama,Anne Bancroft,"Turning Point, The",False,True,White
721,3341,1983,1984,41,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anne Bancroft,To Be or Not to Be,False,True,White
722,3466,1984,1985,42,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anne Bancroft,Garbo Talks,False,True,White
723,3583,1985,1986,43,Best Performance by an Actress in a Motion Picture - Drama,Anne Bancroft,Agnes of God,False,True,White
724,3710,1986,1987,44,Best Performance by an Actress in a Motion Picture - Drama,Anne Bancroft,"'night, Mother",False,True,White
725,808,1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Laurence Harvey,The Wonderful World Of The Brothers Grimm,False,True,White
726,813,1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Peter O'Toole,Lawrence Of Arabia,False,True,White
727,885,1962,1963,20,New Star Of The Year - Actor,Peter O'Toole,Lawrence Of Arabia,True,True,White
728,1045,1964,1965,22,Best Performance by an Actor in a Motion Picture - Drama,Peter O'Toole,Becket,True,True,White
729,1426,1968,1969,26,Best Performance by an Actor in a Motion Picture - Drama,Peter O'Toole,The Lion in Winter,True,True,White
730,1532,1969,1970,27,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter O'Toole,"Goodbye, Mr. Chips",True,True,White
731,1913,1972,1973,30,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter O'Toole,Man of La Mancha,False,True,White
732,2944,1980,1981,38,Best Performance by an Actor in a Motion Picture - Drama,Peter O'Toole,"Stunt Man, The",False,True,White
733,3135,1981,1982,39,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Peter O'Toole,Masada,False,True,White
734,3208,1982,1983,40,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter O'Toole,My Favorite Year,False,True,White
735,5460,1999,2000,57,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Peter O'Toole,Joan of Arc,False,True,White
736,6239,2006,2007,64,Best Performance by an Actor in a Motion Picture - Drama,Peter O'Toole,Venus,False,True,White
737,815,1962,1963,20,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Marcello Mastroianni,"Divorce, Italian Style",True,True,White
738,1054,1964,1965,22,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Marcello Mastroianni,Marriage Italian Style,False,True,White
739,2576,1977,1978,35,Best Performance by an Actor in a Motion Picture - Drama,Marcello Mastroianni,"Special Day, A",False,True,White
740,4487,1992,1993,50,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Marcello Mastroianni,Used People,False,True,White
741,819,1962,1963,20,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert Preston,Meredith Willson's The Music Man,False,True,White
742,3210,1982,1983,40,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert Preston,Victor Victoria,False,True,White
743,820,1962,1963,20,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alberto Sordi,The Best Of Enemies,False,True,White
744,933,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alberto Sordi,To Bed Or Not To Bed,True,True,White
745,1132,1965,1966,23,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alberto Sordi,Those Magnificent Men in Their Flying Machines,False,True,White
746,823,1962,1963,20,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jimmy Durante,Billy Rose's Jumbo,False,True,White
747,825,1962,1963,20,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patty Duke,"Miracle Worker, The",False,True,White
748,876,1962,1963,20,New Star Of The Year - Actress,Patty Duke,"Miracle Worker, The",True,True,White
749,1204,1965,1966,23,Actress In A Television Series,Patty Duke,"Patty Duke Show, The",False,True,White
750,1600,1969,1970,27,Actress In A Leading Role - Musical Or Comedy,Patty Duke,"Me, Natalie",True,True,White
751,829,1962,1963,20,Best Performance by an Actress in a Supporting Role in any Motion Picture,Gabriella Pallotta,The Pigeon That Took Rome,False,True,White
752,830,1962,1963,20,Best Performance by an Actress in a Supporting Role in any Motion Picture,Martha Raye,Billy Rose's Jumbo,False,True,White
753,831,1962,1963,20,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kaye Stevens,"Interns, The",False,True,White
754,832,1962,1963,20,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jessica Tandy,Hemingway's Adventures of a Young Man,False,True,White
755,4102,1989,1990,47,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jessica Tandy,Driving Miss Daisy,True,True,White
756,4365,1991,1992,49,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jessica Tandy,Fried Green Tomatoes,False,True,White
757,4418,1991,1992,49,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Tandy,"Story Lady, The",False,True,White
758,833,1962,1963,20,Best Performance by an Actress in a Supporting Role in any Motion Picture,Tarita,Mutiny on the Bounty,False,True,Black
759,834,1962,1963,20,Best Performance by an Actor in a Supporting Role in any Motion Picture,Omar Sharif,Lawrence Of Arabia,True,True,Middle Eastern
760,882,1962,1963,20,New Star Of The Year - Actor,Omar Sharif,Lawrence Of Arabia,True,True,Middle Eastern
761,1126,1965,1966,23,Best Performance by an Actor in a Motion Picture - Drama,Omar Sharif,Doctor Zhivago,True,True,Middle Eastern
762,835,1962,1963,20,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ed Begley,Sweet Bird of Youth,False,True,White
763,836,1962,1963,20,Best Performance by an Actor in a Supporting Role in any Motion Picture,Victor Buono,What Ever Happened To Baby Jane?,False,True,White
764,838,1962,1963,20,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ross Martin,Experiment In Terror,False,True,White
765,840,1962,1963,20,Best Performance by an Actor in a Supporting Role in any Motion Picture,Cesar Romero,If a Man Answers,False,True,Hispanic
766,841,1962,1963,20,Best Performance by an Actor in a Supporting Role in any Motion Picture,Telly Savalas,Birdman of Alcatraz,False,True,White
767,1144,1965,1966,23,Best Performance by an Actor in a Supporting Role in any Motion Picture,Telly Savalas,Battle Of The Bulge,False,True,White
768,2246,1974,1975,32,Best Performance by an Actor In A Television Series - Drama,Telly Savalas,Kojak,True,True,White
769,2371,1975,1976,33,Best Performance by an Actor In A Television Series - Drama,Telly Savalas,Kojak,True,True,White
770,2508,1976,1977,34,Best Performance by an Actor In A Television Series - Drama,Telly Savalas,Kojak,False,True,White
771,2642,1977,1978,35,Best Performance by an Actor In A Television Series - Drama,Telly Savalas,Kojak,False,True,White
772,842,1962,1963,20,Best Performance by an Actor in a Supporting Role in any Motion Picture,Peter Sellers,Lolita,False,True,White
773,1051,1964,1965,22,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter Sellers,"Pink Panther, The",False,True,White
774,2317,1975,1976,33,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter Sellers,"Return of the Pink Panther, The",False,True,White
775,2446,1976,1977,34,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter Sellers,"Pink Panther Strikes Again, The",False,True,White
776,2822,1979,1980,37,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter Sellers,Being There,True,True,White
777,843,1962,1963,20,Best Performance by an Actor in a Supporting Role in any Motion Picture,Harold J. Stone,"Chapman Report, The",False,True,White
778,877,1962,1963,20,New Star Of The Year - Actress,Sue Lyon,Lolita,True,True,White
779,878,1962,1963,20,New Star Of The Year - Actress,Rita Tushingham,"Taste of Honey, A",True,True,White
780,1185,1965,1966,23,Actress In A Leading Role - Musical Or Comedy,Rita Tushingham,The Knack ...And How To Get It,False,True,White
781,879,1962,1963,20,New Star Of The Year - Actress,Daliah Lavi,Two Weeks In Another Town,False,True,White
782,880,1962,1963,20,New Star Of The Year - Actress,Janet Margolin,David and Lisa,False,True,White
783,881,1962,1963,20,New Star Of The Year - Actress,Suzanne Pleshette,Rome Adventure,False,True,White
784,4291,1990,1991,48,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Suzanne Pleshette,Leona Helmsley: The Queen of Mean,False,True,White
785,883,1962,1963,20,New Star Of The Year - Actor,Terence Stamp,Billy Budd,True,True,White
786,4732,1994,1995,52,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Terence Stamp,"Adventures of Priscilla, Queen of the Desert, The",False,True,White
787,884,1962,1963,20,New Star Of The Year - Actor,Keir Dullea,David and Lisa,True,True,White
788,886,1962,1963,20,New Star Of The Year - Actor,Paul Wallace,Gypsy,False,True,Black
789,895,1962,1963,20,Actor In A Television Series,Richard Chamberlain,Dr. Kildare,True,True,White
